filename,title,description,keywords,category,releases_needed
001-1.jpg,Minimalist Modern Home Office Workspace with Natural Light,"A clean and minimalist home office setup featuring a wooden desk with a closed laptop, wireless mouse, open notebook with a pen, a coffee cup, and a green potted plant. The workspace is illuminated by soft natural light coming through a nearby window, creating a bright and airy atmosphere with neutral tones and a clutter-free environment.","home office, workspace, minimalist, modern, wooden desk, laptop, notebook, pen, coffee cup, potted plant, green plant, natural light, window, bright, airy, neutral tones, clean, organized, interior, desk setup, work from home, remote work, study space, office desk, minimal decor, technology, mouse, indoor plant, daylight, calm, serene, wood texture, simple, professional, quiet, focus, productivity",Workspaces,[]
001-2.jpg,Minimalist Modern Home Office Workspace with Laptop and Plant,"A minimalist home office workspace featuring a wooden desk with a laptop, open notebook with pen, ceramic coffee cup on a coaster, and a green potted plant. The scene is softly illuminated by natural daylight coming through a nearby window, creating a warm and neutral tone environment. The background includes a simple wooden shelf with books and framed art, emphasizing a clean and productive atmosphere ideal for remote work or blogging.","minimalist, home office, workspace, wooden desk, laptop, notebook, pen, coffee cup, ceramic cup, coaster, potted plant, green plant, natural light, daylight, neutral tones, warm tones, interior, modern, clean, organized, remote work, productivity, writing, study, office setup, shelf, books, framed art, calm, serene, technology, work from home, desk accessories, minimal decor, comfortable, bright, indoor plant",Business & Finance,False
001-3.jpg,Minimalist Home Office Workspace with Natural Light,"A tidy and minimalist home office desk setup featuring a closed laptop, a notebook with a pen, a ceramic coffee cup on a coaster, and a green potted plant. The workspace is illuminated by natural light streaming through a window with sheer curtains, creating a warm and inviting atmosphere. Neutral tones and clean lines emphasize simplicity and productivity.","home office, workspace, minimalist, natural light, desk, laptop, notebook, pen, coffee cup, ceramic cup, potted plant, green plant, wooden desk, wooden chair, neutral colors, clean, tidy, organized, modern, interior, work from home, remote work, productivity, calm, cozy, window, curtains, daylight, plant pot, office decor, inspiration, creative space, study area, relaxing, serene, focus, technology, lifestyle",Interiors,False
001-4.jpg,Minimalist Home Office Workspace with Laptop and Plant,"Vertical view of a minimalist home office workspace featuring a wooden desk near a window with natural light. The setup includes a laptop, notebook, pen, coffee cup on a coaster, and a green potted plant. The space is bright, clean, and decorated with neutral colors and a simple framed botanical line art on the wall.","home office, workspace, minimalist, wooden desk, laptop, notebook, pen, coffee cup, potted plant, green plant, natural light, window, bright, clean, neutral colors, modern, interior, desk setup, remote work, vertical, smartphone screen, stories, plant pot, coaster, botanical art, line art, decor, work from home, technology, office supplies, daylight, calm, organized, contemporary, wood texture, indoor plant, minimal decor",Workspaces,[]
002-1.jpg,Flat Lay of Eco-Friendly Reusable Lifestyle Products on Natural Fiber Background,"Top view flat lay arrangement of eco-friendly reusable items including a stainless steel water bottle, bamboo toothbrush, cloth shopping bag, and organic cotton produce bags filled with apples and a sprig of rosemary. The items are placed on a textured natural fiber surface with soft natural lighting, highlighting sustainable living and zero waste concepts.","eco-friendly, reusable, sustainable, zero waste, flat lay, stainless steel water bottle, bamboo toothbrush, cloth shopping bag, organic cotton bags, produce bags, natural fiber, textured background, natural light, environmentally friendly, green lifestyle, plastic free, apples, fresh produce, rosemary, minimalist, neutral tones, clean living, eco conscious, shopping, healthy lifestyle, nature, organic, earth tones, sustainable products, eco items, environment, eco packaging, eco materials, eco accessories, eco home, eco shopping, environmental care",Lifestyle,False
002-2.jpg,Overhead View of Reusable Eco-Friendly Lifestyle Products on Natural Fiber Surface,"An overhead shot of various reusable eco-friendly lifestyle products arranged neatly on a natural fiber surface. The items include a stainless steel water bottle with a wooden handle, a set of organic cotton produce bags, a bamboo toothbrush, a small ceramic container, and a cloth shopping bag. The scene is lit with soft, diffuse natural light, highlighting the natural textures and warm neutral colors of the sustainable materials.","eco-friendly, sustainable, reusable, lifestyle, products, bamboo toothbrush, stainless steel water bottle, cloth shopping bag, organic cotton bags, produce bags, natural fiber, natural textures, soft light, diffuse light, warm colors, neutral colors, environmentally friendly, zero waste, plastic free, green living, eco conscious, minimalist, clean living, natural materials, overhead view, flat lay, sustainable living, eco lifestyle, environmental care, eco products, recycling, earth friendly, organic, nature inspired, handmade, biodegradable, eco bag, water bottle",Lifestyle,False
002-3.jpg,Flat Lay of Eco-Friendly Lifestyle Products on Natural Fiber Background,"Square flat lay image featuring sustainable lifestyle items including a bamboo toothbrush, stainless steel water bottle, cloth shopping bag, and organic cotton produce bags containing fresh green limes, red onion, and leafy greens. The items are arranged neatly on a natural fiber backdrop with soft, warm natural lighting highlighting the textures of the natural materials.","eco-friendly, sustainable, lifestyle, flat lay, bamboo toothbrush, stainless steel water bottle, cloth shopping bag, organic cotton bags, produce bags, natural fiber, natural materials, green limes, red onion, leafy greens, reusable, zero waste, environmentally friendly, shopping, healthy living, natural light, warm lighting, neutral colors, texture, square format, social media, product detail, minimalist, clean, eco conscious, plastic free, organic, fresh produce, flat lay photography, natural background, sustainable products, eco lifestyle, green living",Lifestyle,False
002-4.jpg,Vertical Flat Lay of Eco-Friendly Reusable Lifestyle Products,"A vertical flat lay composition featuring eco-friendly reusable products including a stainless steel water bottle with wooden cap, bamboo toothbrush, cloth shopping bag, and organic cotton produce bags. The items are arranged on a natural fiber textured background with soft natural lighting highlighting the sustainable materials and minimalist design.","eco-friendly, sustainable, reusable, stainless steel water bottle, bamboo toothbrush, cloth shopping bag, organic cotton bags, produce bags, natural fiber background, flat lay, vertical format, minimalist, zero waste, environmentally friendly, natural materials, soft lighting, warm tones, green living, plastic free, eco lifestyle, sustainable living, eco conscious, shopping bag, toothbrush, water bottle, clean composition, natural textures, eco products, nature inspired, earth tones, eco accessories, organic, reuse, reduce waste, eco essentials, environment, eco habits, green products",Lifestyle,False
003-1.jpg,Overhead View of Colorful Plant-Based Meal Prep in Glass Containers,"Overhead shot of vibrant plant-based meal prep with glass containers filled with fresh vegetables, grains, legumes, and herbs arranged neatly on a rustic wooden kitchen counter. Bright natural lighting highlights the colorful and fresh ingredients including leafy greens, cherry tomatoes, carrots, cucumbers, chickpeas, broccoli, sweet potatoes, and various grains. The clean kitchen setting includes potted herbs, a wooden cutting board with a knife, and a reusable water bottle, emphasizing healthy and organized meal preparation.","plant-based, meal prep, healthy food, glass containers, fresh vegetables, grains, legumes, herbs, colorful, overhead shot, kitchen counter, natural lighting, vegan meal, vegetarian, chickpeas, broccoli, sweet potatoes, carrots, cucumbers, cherry tomatoes, leafy greens, salad, lentils, quinoa, meal planning, food storage, rustic wood, healthy lifestyle, nutrition, organized, fresh, potted herbs, cutting board, knife, reusable bottle, colorful food, balanced diet, clean kitchen",Food and Drink,[]
003-2.jpg,Top View of Colorful Plant-Based Meal Prep in Glass Containers,"A top-down view of a colorful plant-based meal prep setup featuring glass containers filled with fresh vegetables, grains, legumes, and herbs arranged on a wooden kitchen counter. The scene includes ingredients such as chickpeas, black beans, corn, cherry tomatoes, cucumbers, radishes, sweet potatoes, kale, and fresh herbs like basil and parsley. Wooden utensils and cutting boards with chopped onions are also visible, illuminated by bright natural light.","plant-based, meal prep, healthy eating, vegetables, grains, legumes, herbs, glass containers, chickpeas, black beans, corn, cherry tomatoes, cucumbers, radishes, sweet potatoes, kale, parsley, basil, quinoa, pumpkin seeds, almonds, mixed nuts, natural light, wooden utensils, cutting board, chopped onion, colorful, fresh, healthy food, nutrition, vegan, vegetarian, organic, clean eating, top view, kitchen counter, food preparation, meal planning",Food and Drink,False
003-3.jpg,Overhead View of Colorful Plant-Based Meal Prep in Glass Containers,"Square overhead shot of vibrant plant-based meal prep featuring six glass containers filled with fresh vegetables, grains, legumes, and herbs arranged on a wooden kitchen counter. Bright natural daylight illuminates the clean composition, highlighting a variety of colorful ingredients including cherry tomatoes, broccoli, asparagus, chickpeas, tofu, kale, carrots, cucumbers, and leafy greens. The scene includes wooden spoons, small bowls with lime and parsley, and stainless steel water bottles, emphasizing a healthy, organized meal preparation setup.","plant-based, meal prep, healthy eating, vegetarian, vegan, glass containers, fresh vegetables, grains, legumes, herbs, kitchen counter, overhead shot, square format, colorful food, cherry tomatoes, broccoli, asparagus, chickpeas, tofu, kale, carrots, cucumbers, leafy greens, parsley, lime, natural light, wooden spoons, stainless steel bottles, organized, healthy lifestyle, nutrition, diet, fresh ingredients, clean eating, meal planning, food preparation, bright colors, balanced diet, eco friendly, sustainable",Food and Drink,False
003-4.jpg,Overhead View of Colorful Plant-Based Meal Prep in Glass Containers,"Vertical overhead shot of a colorful plant-based meal prep featuring six glass containers filled with fresh vegetables, grains, legumes, and herbs arranged on a white marble kitchen counter. The meal prep includes ingredients such as edamame, red bell peppers, parsley, purple cabbage, carrot ribbons, green peas, black beans, corn, tomatoes, spinach, cucumber slices, roasted sweet potatoes, broccoli, red onion, and hummus garnished with olive oil and herbs. The scene is illuminated by bright natural light, with wooden utensils, fresh herbs, and a clean background enhancing the healthy and vibrant aesthetic.","plant-based, meal prep, healthy eating, glass containers, vegetables, grains, legumes, herbs, fresh, colorful, overhead view, vertical format, natural light, kitchen counter, edamame, red bell pepper, parsley, purple cabbage, carrot ribbons, green peas, black beans, corn, tomatoes, spinach, cucumber, sweet potatoes, broccoli, red onion, hummus, olive oil, fresh herbs, meal prep containers, healthy lifestyle, clean eating, nutrition, food storage, vegan meal, plant protein, diet, food presentation, food photography",Food and Drink,[]
004-1.jpg,Minimalist Calm Meditation Space with Cushion and Candles,"A serene and minimalist meditation corner featuring a soft beige meditation cushion placed on a woven rug, a small wooden bench holding a potted green plant and three lit candles. The space is softly illuminated by natural light filtering through sheer beige curtains, creating a peaceful and calming atmosphere with warm neutral tones and sharp details.","meditation, calm, minimalist, meditation cushion, soft cushion, candles, lit candles, green plant, indoor plant, wooden bench, natural light, sheer curtains, neutral tones, beige, tranquil, peaceful, relaxation, wellness, mindfulness, serene, home interior, cozy corner, zen, quiet space, soft lighting, natural materials, floor rug, calming atmosphere, interior design, contemporary, simple decor, home meditation, spiritual space, wellbeing, quiet room, relaxing environment, meditation area",Lifestyle,False
